customer_id,age,tenure_months,contract_type,payment_method,paperless_billing,international_plan,avg_monthly_gb,support_tickets_6m,outages_3m,late_payments_12m,app_sessions_30d,add_ons,monthly_charges,total_charges,churn
C101784,36,53,month-to-month,credit-card,yes,no,2.36,0,0,3,17,1,92.93,5079.24,1
C101785,56,17,two-year,bank-transfer,yes,no,46.48,0,0,2,17,0,38.72,651.29,0
C101786,47,14,month-to-month,electronic-check,yes,no,23.23,0,0,2,14,2,35.44,560.77,0
C101787,65,7,two-year,electronic-check,no,yes,43.97,1,0,0,18,3,93.63,705.58,0
C101788,42,34,two-year,electronic-check,yes,no,29.12,0,0,0,14,2,82.86,2916.18,0
C101789,34,55,two-year,electronic-check,yes,yes,54.34,0,0,1,11,0,58.85,3328.77,0
C101790,32,42,one-year,mailed-check,yes,no,30.43,0,1,0,13,1,64.41,2722.25,0
C101791,18,64,month-to-month,mailed-check,yes,no,5.2,0,0,0,16,2,78.65,5135.79,0
C101792,36,25,two-year,credit-card,yes,yes,34.89,0,3,0,16,2,83.16,2139.52,0
C101793,53,20,one-year,credit-card,no,yes,24.9,0,0,1,19,0,44.24,847.7,0
C101794,46,34,two-year,electronic-check,no,no,13.86,0,0,2,11,0,40.83,1457.09,0
C101795,39,14,month-to-month,electronic-check,yes,no,25.7,0,0,1,19,0,44.48,629.98,0
C101796,27,71,month-to-month,electronic-check,yes,no,30.93,0,0,2,13,1,58.46,4185.39,0
C101797,42,13,two-year,electronic-check,yes,yes,26.71,2,0,1,23,0,65.3,862.33,1
C101798,51,34,two-year,mailed-check,no,no,6.52,1,0,1,18,2,86.16,2990.42,1
C101799,44,38,month-to-month,electronic-check,no,yes,57.81,0,0,3,16,2,70.65,2804.45,0
C101800,41,4,one-year,electronic-check,yes,no,38.43,1,1,0,20,0,60.69,365.57,0
C101801,29,34,month-to-month,electronic-check,no,yes,22.16,0,0,0,10,2,67.82,2344.06,0
C101802,49,33,one-year,bank-transfer,yes,no,18.01,1,0,3,22,0,46.06,1559.32,0
C101803,18,18,month-to-month,electronic-check,yes,no,55.39,1,0,0,7,0,47.76,916.37,0
C101804,44,9,month-to-month,credit-card,no,no,26.53,0,0,3,24,1,65.37,616.29,0
C101805,70,3,month-to-month,mailed-check,no,yes,6.91,1,0,0,10,3,78.85,337.22,0
C101806,21,0,month-to-month,electronic-check,yes,no,55.56,1,0,3,14,0,63.24,112.66,1
C101807,36,35,month-to-month,mailed-check,yes,no,15.93,1,1,1,14,1,60.9,2149.0,0
C101808,39,6,month-to-month,mailed-check,no,no,6.84,1,0,0,14,3,93.41,701.15,1
C101809,33,70,month-to-month,mailed-check,yes,no,26.91,0,0,0,17,1,80.85,5697.58,1
C101810,51,17,one-year,mailed-check,yes,no,13.19,3,0,2,13,1,47.35,841.73,0
C101811,45,47,one-year,electronic-check,yes,no,20.5,0,0,2,17,0,41.99,2102.88,0
C101812,41,49,one-year,electronic-check,no,no,29.97,0,0,1,9,0,39.4,2035.15,0
C101813,49,36,month-to-month,electronic-check,yes,no,0.85,0,1,0,20,0,65.87,2389.23,1
C101814,39,64,month-to-month,bank-transfer,yes,no,24.55,0,1,1,12,0,53.1,3480.59,1
C101815,77,8,two-year,,yes,yes,47.84,0,0,0,13,2,72.77,608.16,0
C101816,41,17,two-year,bank-transfer,yes,yes,7.48,0,0,0,21,1,71.66,1307.75,1
C101817,41,18,two-year,credit-card,no,no,1.83,1,1,2,16,0,54.97,1030.24,0
C101818,18,9,two-year,mailed-check,yes,no,39.33,0,0,3,15,1,57.5,596.31,0
C101819,32,21,one-year,credit-card,no,no,23.72,1,2,3,16,0,43.25,962.82,0
C101820,53,22,two-year,mailed-check,no,no,32.51,0,0,1,15,1,61.97,1433.8,0
C101821,23,55,month-to-month,mailed-check,yes,yes,16.09,1,0,1,13,1,71.1,3974.73,1
C101822,18,22,one-year,bank-transfer,no,no,26.36,0,0,1,15,0,36.3,913.32,0
C101823,39,63,two-year,electronic-check,yes,no,55.97,2,0,1,17,2,66.18,4218.59,1
C101824,55,56,one-year,electronic-check,yes,no,32.84,1,0,1,17,0,33.76,1901.27,0
C101825,40,65,month-to-month,mailed-check,yes,no,8.31,0,0,0,9,0,66.56,4447.59,0
C101826,35,7,month-to-month,electronic-check,yes,no,45.22,0,1,0,18,2,54.06,396.01,1
C101827,18,71,month-to-month,electronic-check,yes,yes,21.22,1,0,0,14,2,51.57,3748.6,1
C101828,44,44,month-to-month,credit-card,yes,no,2.71,2,1,0,20,0,65.17,2921.61,0
C101829,47,71,two-year,mailed-check,yes,no,11.32,0,0,2,9,0,47.94,3421.46,0
C101830,18,25,one-year,electronic-check,no,no,9.28,2,0,0,10,2,52.43,1403.14,0
C101831,53,69,month-to-month,electronic-check,yes,yes,20.45,1,1,1,23,0,62.57,4390.81,0
C101832,48,42,one-year,credit-card,yes,yes,46.08,1,0,1,15,2,85.62,3683.98,0
C101833,53,5,month-to-month,credit-card,no,no,38.11,1,0,0,13,1,91.96,558.31,0
C101834,46,29,one-year,bank-transfer,yes,yes,13.6,0,0,0,14,2,58.08,1766.44,0
C101835,47,10,month-to-month,electronic-check,no,no,30.68,2,0,0,15,1,51.57,516.53,0
C101836,45,68,month-to-month,mailed-check,no,no,15.15,0,0,1,14,1,54.73,3814.27,1
C101837,49,22,one-year,electronic-check,no,no,17.86,1,1,1,19,0,67.82,1499.66,1
C101838,18,16,one-year,credit-card,yes,no,27.94,0,0,1,18,2,48.21,781.24,0
C101839,21,40,one-year,mailed-check,no,no,7.45,0,0,0,16,1,58.85,2439.19,0
C101840,30,31,month-to-month,credit-card,no,no,19.08,0,0,3,12,0,59.0,1923.82,1
C101841,37,7,one-year,mailed-check,no,no,19.29,1,0,0,7,0,70.11,542.1,0
C101842,44,59,month-to-month,credit-card,no,no,12.28,0,0,1,15,1,54.17,3280.02,1
C101843,43,61,month-to-month,mailed-check,yes,yes,30.35,1,0,2,17,0,59.9,3702.15,0
C101844,52,54,one-year,mailed-check,yes,no,30.54,0,1,1,12,1,53.35,2876.89,1
C101845,53,45,one-year,mailed-check,no,no,10.02,1,1,0,16,2,49.35,2247.9,0
C101846,29,29,two-year,bank-transfer,yes,no,7.2,1,0,3,12,0,53.65,1560.7,1
C101847,42,39,month-to-month,credit-card,yes,no,21.39,1,0,3,20,1,60.79,2431.37,1
C101848,29,38,two-year,mailed-check,yes,no,10.98,1,0,1,13,1,70.04,2741.29,0
C101849,37,12,month-to-month,credit-card,no,no,16.29,0,0,3,15,0,79.19,1044.41,0
C101850,43,5,one-year,mailed-check,no,no,0.72,1,0,0,11,1,68.79,365.8,1
C101851,18,18,two-year,electronic-check,no,no,19.15,0,1,0,16,1,64.05,1231.98,0
C101852,68,33,one-year,electronic-check,yes,yes,16.89,1,1,0,16,2,84.24,2883.83,0
C101853,46,11,two-year,electronic-check,yes,no,7.72,1,2,1,11,0,46.09,599.84,0
C101854,32,7,two-year,credit-card,yes,no,36.64,0,0,1,15,2,84.12,653.12,1
C101855,62,62,month-to-month,electronic-check,no,no,16.58,1,0,2,17,1,55.02,3428.95,0
C101856,35,27,two-year,electronic-check,yes,yes,23.33,0,0,2,13,0,59.75,1644.76,0
C101857,41,42,two-year,electronic-check,no,no,35.34,0,1,0,15,0,53.89,2323.83,0
C101858,33,38,month-to-month,bank-transfer,yes,no,31.7,2,0,1,22,0,53.12,2070.55,1
C101859,59,53,month-to-month,credit-card,no,no,5.89,3,0,1,19,2,91.88,4955.0,0
C101860,38,54,month-to-month,credit-card,yes,no,24.13,0,0,2,19,0,45.13,2462.05,0
C101861,41,21,two-year,electronic-check,no,yes,12.11,3,0,0,11,2,80.41,1789.95,1
C101862,53,61,two-year,mailed-check,no,no,43.67,1,0,0,22,1,59.35,3698.16,0
C101863,46,27,two-year,electronic-check,no,no,63.89,1,0,0,12,2,88.83,2477.55,0
C101864,38,60,month-to-month,credit-card,no,no,47.52,0,0,2,15,0,41.43,2608.62,0
C101865,52,29,month-to-month,electronic-check,yes,yes,36.11,1,0,1,14,1,60.89,1779.93,0
C101866,69,8,month-to-month,credit-card,no,yes,20.62,1,1,3,15,0,44.59,382.6,0
C101867,43,55,month-to-month,credit-card,no,no,38.2,1,1,0,21,0,75.59,4197.26,0
C101868,40,2,month-to-month,bank-transfer,yes,no,4.12,0,0,2,11,0,70.13,183.49,0
C101869,41,56,month-to-month,credit-card,yes,no,13.27,0,0,0,11,1,56.86,3232.03,0
C101870,55,3,month-to-month,electronic-check,yes,no,30.77,0,0,0,19,2,59.05,,0
C101871,32,15,month-to-month,electronic-check,no,no,18.81,0,0,0,18,3,80.67,1291.5,1
C101872,36,44,one-year,mailed-check,no,no,8.8,0,2,0,16,2,77.16,3570.53,0
C101873,21,68,month-to-month,electronic-check,yes,no,30.23,1,0,0,12,0,59.77,4067.13,0
C101874,25,29,month-to-month,bank-transfer,no,no,53.59,1,0,2,16,2,75.49,2252.02,0
C101875,33,8,one-year,mailed-check,yes,no,50.55,1,0,2,13,0,71.26,663.48,1
C101876,38,17,two-year,credit-card,yes,no,13.44,0,2,0,12,2,82.62,1388.94,0
C101877,60,65,one-year,credit-card,no,no,59.74,0,0,1,14,0,48.03,3195.29,0
C101878,45,53,one-year,electronic-check,yes,no,15.44,0,1,0,18,1,43.96,2422.87,0
C101879,28,7,one-year,electronic-check,yes,no,24.54,1,0,2,13,2,107.05,844.56,1
C101880,30,28,one-year,mailed-check,yes,no,42.23,3,0,0,15,1,63.88,1828.29,0
C101881,55,19,one-year,electronic-check,yes,no,2.26,1,1,1,10,1,35.21,686.58,0
C101882,53,12,month-to-month,bank-transfer,yes,no,23.51,1,0,0,17,1,69.24,911.81,1
C101883,39,61,one-year,bank-transfer,yes,no,10.72,1,2,1,18,0,35.42,2201.16,0
C101884,34,45,month-to-month,bank-transfer,yes,no,16.96,1,1,1,10,3,98.28,4541.84,0
C101885,52,13,month-to-month,mailed-check,no,no,42.22,1,1,1,21,0,72.06,979.29,1
C101886,27,47,month-to-month,credit-card,yes,yes,15.36,1,0,1,11,0,53.03,2577.41,1
C101887,44,30,month-to-month,bank-transfer,no,no,20.68,0,0,0,14,3,55.33,1710.84,1
C101888,66,4,month-to-month,credit-card,no,yes,21.51,0,0,1,14,1,69.96,438.68,1
C101889,41,32,one-year,credit-card,yes,no,34.7,0,0,0,18,2,80.32,2615.3,1
C101890,30,13,month-to-month,bank-transfer,yes,no,40.48,0,0,0,12,1,64.34,950.2,1
C101891,44,17,month-to-month,electronic-check,yes,no,26.93,0,0,3,15,2,75.28,1330.04,0
C101892,33,64,month-to-month,credit-card,no,no,16.53,1,1,0,13,1,55.32,3551.76,0
C101893,22,51,month-to-month,electronic-check,no,yes,25.49,0,0,1,20,3,72.16,3751.39,0
C101894,47,9,one-year,mailed-check,yes,yes,15.98,2,0,2,15,0,54.03,498.95,0
C101895,52,62,month-to-month,mailed-check,yes,no,63.01,0,0,1,11,1,59.68,3772.29,0
C101896,35,41,month-to-month,electronic-check,yes,no,20.72,1,0,1,15,1,56.48,2406.59,0
C101897,34,63,month-to-month,electronic-check,no,yes,46.72,2,0,0,19,0,77.61,4950.17,0
C101898,27,54,month-to-month,electronic-check,yes,yes,46.91,0,0,0,15,2,64.73,3531.07,1
C101899,37,24,month-to-month,credit-card,yes,yes,27.02,1,1,0,16,0,50.23,1290.01,0
C101900,32,39,month-to-month,bank-transfer,yes,no,29.43,0,1,2,20,2,75.33,2977.46,0
C101901,27,38,one-year,credit-card,no,no,29.51,0,1,0,19,1,66.37,2533.96,0
C101902,62,52,two-year,credit-card,yes,no,33.56,1,1,1,11,1,64.76,3463.45,0
C101903,45,18,one-year,mailed-check,yes,no,8.38,1,0,0,8,1,49.85,953.71,0
C101904,46,24,month-to-month,credit-card,yes,no,81.52,1,0,3,17,1,69.21,1728.62,1
C101905,50,17,month-to-month,bank-transfer,no,no,25.24,0,0,1,15,1,66.43,1163.01,0
C101906,48,21,one-year,electronic-check,yes,no,53.41,1,1,0,11,1,66.27,1481.11,1
C101907,34,11,month-to-month,credit-card,yes,no,25.59,0,0,0,22,2,75.99,938.28,0
C101908,42,2,two-year,credit-card,yes,no,26.65,0,1,0,18,3,89.64,200.49,1
C101909,36,68,month-to-month,electronic-check,no,no,13.95,3,1,1,11,3,65.23,4602.62,0
C101910,44,5,month-to-month,credit-card,yes,yes,15.62,2,1,0,19,2,106.34,589.26,0
C101911,43,64,month-to-month,electronic-check,no,no,3.5,1,0,1,17,0,60.65,3919.01,1
C101912,34,0,two-year,credit-card,no,no,71.88,0,0,0,11,3,100.99,84.23,1
C101913,23,56,two-year,bank-transfer,no,no,47.71,1,0,1,16,1,71.62,4011.93,0
C101914,41,23,two-year,electronic-check,no,no,13.91,1,0,0,17,0,54.39,1271.37,0
C101915,37,37,month-to-month,credit-card,yes,no,23.83,0,0,0,29,1,52.97,1991.41,0
C101916,18,20,one-year,mailed-check,yes,no,33.88,0,0,3,23,1,59.27,1231.1,0
C101917,45,35,month-to-month,electronic-check,no,no,9.01,0,0,0,17,1,50.38,1785.52,0
C101918,51,32,month-to-month,credit-card,no,no,12.84,1,0,2,12,0,37.5,1277.85,0
C101919,69,38,one-year,credit-card,no,yes,21.52,1,1,0,9,1,85.66,3351.84,0
C101920,34,28,two-year,mailed-check,yes,no,55.84,0,0,0,19,0,68.1,2007.12,0
C101921,33,39,month-to-month,bank-transfer,no,yes,13.58,0,0,0,8,0,57.0,2268.42,0
C101922,26,60,month-to-month,electronic-check,yes,no,34.52,0,0,2,14,2,68.37,4194.09,1
C101923,42,31,month-to-month,electronic-check,yes,no,69.52,2,1,0,9,1,80.34,2577.74,1
C101924,41,26,month-to-month,bank-transfer,yes,no,48.09,1,0,0,14,0,56.33,1547.3,0
C101925,29,9,month-to-month,electronic-check,yes,no,8.08,1,0,0,16,1,54.34,506.54,1
C101926,37,26,two-year,mailed-check,yes,no,16.04,3,0,0,18,0,72.2,1990.63,0
C101927,18,9,month-to-month,credit-card,yes,no,21.63,1,0,0,18,2,62.02,626.72,1
C101928,50,13,one-year,credit-card,yes,no,12.07,0,0,1,9,0,69.81,978.52,0
C101929,30,69,month-to-month,bank-transfer,no,no,43.05,0,0,0,10,0,57.74,4090.15,0
C101930,39,6,month-to-month,bank-transfer,no,no,7.35,2,1,0,14,0,58.32,398.3,1
C101931,22,35,month-to-month,credit-card,no,yes,13.82,0,0,0,16,2,72.04,2580.67,0
C101932,32,60,month-to-month,credit-card,no,no,29.22,0,0,0,9,0,42.77,2655.1,0
C101933,36,69,month-to-month,electronic-check,no,yes,22.87,0,0,1,14,2,62.75,4378.59,0
C101934,39,10,one-year,mailed-check,no,no,11.93,0,0,0,15,3,85.87,937.42,0
C101935,45,11,two-year,electronic-check,yes,yes,59.86,1,1,0,11,0,47.93,522.27,0
C101936,56,27,month-to-month,electronic-check,yes,no,9.51,1,0,1,16,0,45.07,1229.67,0
C101937,48,40,one-year,electronic-check,no,no,38.99,0,0,3,17,3,101.34,4190.36,0
C101938,51,70,two-year,bank-transfer,yes,no,32.8,1,0,0,11,1,66.5,4729.98,0
C101939,56,15,month-to-month,credit-card,no,no,34.14,0,0,1,17,0,41.2,621.13,1
C101940,46,12,two-year,credit-card,yes,no,5.42,1,0,1,15,0,69.26,879.64,0
C101941,39,18,two-year,mailed-check,yes,no,21.81,2,0,1,16,1,76.53,1421.21,0
C101942,51,63,two-year,mailed-check,yes,no,27.34,0,0,1,20,1,60.19,3864.56,0
C101943,52,2,one-year,electronic-check,no,no,30.23,0,0,0,10,1,45.35,152.25,0
C101944,47,27,one-year,electronic-check,yes,no,19.94,0,0,0,17,1,47.27,1302.26,0
C101945,22,8,month-to-month,electronic-check,yes,yes,34.66,0,0,1,18,1,59.31,496.66,1
C101946,29,11,one-year,credit-card,yes,no,20.78,1,0,0,21,3,92.43,1050.48,0
C101947,36,66,two-year,electronic-check,yes,no,11.45,0,0,0,14,2,73.52,4976.28,0
C101948,48,0,month-to-month,bank-transfer,yes,no,12.06,0,0,2,14,1,49.38,39.62,1
C101949,39,23,one-year,electronic-check,no,no,31.23,1,0,1,12,1,84.58,2049.16,0
C101950,53,66,month-to-month,mailed-check,yes,no,12.53,1,0,0,10,2,78.82,5243.5,1
C101951,55,44,month-to-month,credit-card,no,no,36.51,0,0,1,18,1,72.99,3271.74,0
C101952,53,5,one-year,credit-card,yes,no,12.46,2,0,1,18,2,68.03,367.66,0
C101953,53,33,one-year,electronic-check,no,no,8.62,3,0,2,12,0,32.33,1121.48,1
C101954,27,70,one-year,credit-card,no,no,72.56,0,0,0,20,0,38.09,2731.56,0
C101955,45,29,two-year,electronic-check,no,no,52.71,2,0,0,16,1,59.23,,0
C101956,32,38,month-to-month,credit-card,no,no,24.74,1,1,0,18,1,68.68,2650.17,0
C101957,19,38,two-year,electronic-check,yes,no,15.58,1,0,0,16,3,82.95,3238.62,0
C101958,36,48,one-year,mailed-check,yes,yes,36.96,0,0,2,12,1,89.97,4365.93,0
C101959,55,13,two-year,bank-transfer,yes,no,82.87,0,0,0,16,1,67.6,950.76,1
C101960,45,61,month-to-month,credit-card,yes,no,17.04,1,0,1,17,0,54.77,3422.71,0
C101961,63,72,month-to-month,credit-card,yes,yes,70.63,2,1,1,22,1,57.16,4159.17,1
C101962,41,10,two-year,electronic-check,yes,yes,15.52,1,1,1,13,2,78.5,858.0,1
C101963,68,59,month-to-month,credit-card,no,no,6.39,1,1,2,16,0,72.72,4329.59,0
C101964,41,59,month-to-month,electronic-check,yes,no,23.81,0,0,0,13,1,55.3,3288.62,0
C101965,39,54,one-year,electronic-check,yes,no,5.29,0,1,1,15,0,53.82,2931.12,0
C101966,24,27,one-year,electronic-check,yes,no,35.68,2,0,0,22,2,82.38,2281.32,1
C101967,52,34,two-year,electronic-check,yes,yes,8.09,0,1,2,16,0,45.73,1634.1,1
C101968,33,61,one-year,electronic-check,yes,no,32.22,1,0,2,21,1,43.0,2640.95,1
C101969,31,11,two-year,bank-transfer,no,no,41.14,1,0,0,14,2,76.79,920.69,0
C101970,54,60,month-to-month,electronic-check,yes,no,66.4,0,0,1,13,3,85.68,5254.78,1
C101971,53,67,one-year,bank-transfer,no,no,6.47,0,0,1,12,2,59.22,4037.69,0
C101972,53,49,two-year,electronic-check,yes,yes,13.8,0,0,1,8,0,55.58,2869.05,0
C101973,35,24,one-year,bank-transfer,yes,no,17.78,0,0,0,12,1,90.41,2283.9,0
C101974,38,40,month-to-month,electronic-check,yes,no,33.51,1,2,0,16,1,80.58,3292.68,1
C101975,38,3,month-to-month,electronic-check,yes,no,20.76,1,0,0,14,1,70.42,231.58,0
C101976,48,68,one-year,bank-transfer,yes,no,9.99,1,1,2,11,1,57.01,3975.24,1
C101977,58,24,one-year,credit-card,yes,no,15.4,0,0,0,15,0,63.44,1570.16,0
C101978,43,4,month-to-month,credit-card,no,yes,26.87,1,0,0,13,1,45.81,201.26,1
C101979,63,57,one-year,mailed-check,no,yes,16.87,1,0,0,11,1,66.19,3806.26,0
C101980,50,48,two-year,credit-card,yes,no,60.39,0,1,2,13,1,65.14,3152.15,0
C101981,36,45,month-to-month,bank-transfer,no,no,30.05,1,0,2,16,2,90.15,4138.66,0
C101982,49,3,one-year,credit-card,no,no,10.0,1,1,0,18,1,40.03,141.74,0
C101983,59,54,one-year,electronic-check,yes,no,22.27,0,0,2,15,1,92.86,5114.1,0
C101984,63,46,month-to-month,electronic-check,yes,no,34.9,0,0,0,8,0,51.74,2509.15,0
C101985,53,57,month-to-month,electronic-check,yes,no,28.22,0,0,1,11,1,83.78,4861.49,0
C101986,39,60,month-to-month,credit-card,no,no,16.1,1,0,1,13,1,72.87,4505.95,1
C101987,36,15,two-year,electronic-check,yes,yes,19.8,1,0,0,15,1,72.01,1140.85,0
C101988,46,15,month-to-month,electronic-check,yes,no,21.82,1,0,1,14,1,70.29,1116.56,1
C101989,59,67,month-to-month,bank-transfer,yes,no,44.27,1,0,0,14,1,68.73,4592.66,0
C101990,44,38,month-to-month,credit-card,yes,no,,0,0,0,19,1,65.03,2578.6,0
C101991,44,31,two-year,bank-transfer,yes,yes,6.3,0,1,0,11,1,70.57,2227.88,1
C101992,40,20,one-year,bank-transfer,yes,no,58.47,1,0,1,19,2,79.01,1686.36,1
C101993,35,46,month-to-month,electronic-check,no,no,70.36,0,0,0,14,0,65.77,3004.61,0
C101994,37,55,two-year,credit-card,yes,no,17.32,1,0,1,13,0,60.96,3389.3,0
C101995,41,0,month-to-month,electronic-check,yes,no,32.27,0,0,2,13,0,52.12,56.22,0
C101996,60,40,month-to-month,electronic-check,yes,no,102.74,1,0,3,15,1,62.04,2535.8,0
C101997,36,72,month-to-month,mailed-check,yes,yes,23.17,1,0,1,14,0,59.59,4319.99,0
C101998,40,20,one-year,electronic-check,no,yes,26.79,0,0,1,17,1,68.23,1439.38,0
C101999,29,20,two-year,bank-transfer,no,no,37.31,1,1,1,15,0,51.3,1103.07,0
C102000,48,64,month-to-month,bank-transfer,no,no,53.61,1,0,0,13,2,66.78,4289.47,0
C102001,55,4,one-year,electronic-check,yes,no,4.54,0,0,1,19,1,69.33,363.63,1
C102002,58,29,one-year,electronic-check,no,no,22.68,0,0,0,17,0,60.6,1855.41,0
C102003,41,33,two-year,electronic-check,no,yes,53.49,0,0,1,17,1,66.88,2308.03,0
C102004,46,58,two-year,electronic-check,yes,no,38.15,0,0,1,27,1,63.77,3763.09,0
C102005,37,9,one-year,credit-card,no,no,30.16,0,0,0,12,3,92.12,910.33,1
C102006,45,31,month-to-month,bank-transfer,no,no,26.9,1,0,2,16,1,53.45,1732.47,1
C102007,43,11,month-to-month,electronic-check,no,no,,0,1,0,11,1,57.28,681.19,0
C102008,40,57,two-year,electronic-check,yes,no,35.12,0,1,0,16,3,70.08,4107.89,0
C102009,41,46,one-year,credit-card,yes,no,66.98,1,0,0,16,2,70.33,3386.73,0
C102010,44,36,month-to-month,credit-card,no,no,20.59,2,0,2,11,0,48.61,1757.4,1
C102011,35,28,two-year,credit-card,yes,no,2.8,0,0,1,14,1,56.39,1647.14,1
C102012,36,11,two-year,electronic-check,no,yes,47.63,1,0,2,19,1,74.8,894.32,0
C102013,59,67,one-year,mailed-check,yes,no,18.99,2,1,1,14,3,75.24,5046.16,0
C102014,72,47,two-year,electronic-check,yes,no,24.35,0,0,0,17,1,75.61,3643.05,0
C102015,25,23,month-to-month,credit-card,no,no,28.12,0,0,0,10,1,68.18,1631.44,0
C102016,24,30,one-year,mailed-check,yes,no,15.81,1,0,0,14,0,47.4,1498.33,0
C102017,28,53,two-year,bank-transfer,yes,no,7.82,0,1,0,16,1,75.08,4085.73,0
C102018,38,52,month-to-month,electronic-check,no,no,45.63,1,0,0,15,0,52.89,2809.23,0
C102019,50,33,month-to-month,credit-card,no,no,0.88,1,1,1,12,1,66.47,2292.7,0
C102020,46,22,one-year,electronic-check,yes,yes,84.77,1,0,0,19,2,91.52,2061.16,0
C102021,41,48,month-to-month,credit-card,yes,yes,24.8,0,0,1,12,2,72.94,3571.78,0
C102022,45,48,month-to-month,electronic-check,yes,no,2.86,1,1,2,20,0,52.13,2595.44,1
C102023,31,43,month-to-month,credit-card,yes,no,50.22,2,1,0,12,1,57.35,2552.71,1
C102024,36,5,month-to-month,electronic-check,no,no,4.43,0,0,2,10,3,73.61,435.61,1
C102025,39,34,month-to-month,bank-transfer,no,no,15.33,1,0,0,18,0,46.71,1650.02,0
C102026,20,44,two-year,credit-card,yes,no,71.76,0,0,0,20,0,55.97,2490.28,0
C102027,25,69,one-year,mailed-check,yes,no,33.23,0,0,0,18,0,52.66,3740.45,1
C102028,26,38,one-year,electronic-check,yes,no,29.91,0,0,2,11,1,58.86,2328.51,0
C102029,48,25,month-to-month,electronic-check,yes,no,32.79,0,0,0,13,3,85.96,2239.36,0
C102030,42,40,month-to-month,electronic-check,yes,no,11.44,0,0,0,11,2,76.79,3161.91,0
C102031,46,12,month-to-month,bank-transfer,no,no,34.04,0,0,0,14,0,66.33,878.87,0
C102032,18,6,two-year,electronic-check,no,no,31.06,0,1,0,20,2,55.17,407.88,1
C102033,21,49,two-year,electronic-check,yes,no,21.58,1,0,0,16,0,56.73,2826.91,1
C102034,47,71,month-to-month,electronic-check,no,no,58.96,2,1,0,20,1,93.36,6745.76,1
C102035,18,61,two-year,electronic-check,no,no,41.32,0,0,2,17,2,73.07,4599.51,1
C102036,54,42,month-to-month,electronic-check,yes,no,9.03,1,0,0,14,1,62.51,2718.73,1
C102037,18,2,month-to-month,bank-transfer,yes,no,17.81,0,0,1,21,1,79.69,227.42,0
C102038,49,72,one-year,electronic-check,yes,no,15.14,0,0,0,21,1,63.98,4658.96,0
C102039,28,32,month-to-month,credit-card,yes,no,11.73,0,0,0,12,2,85.38,2825.69,0
C102040,52,21,two-year,bank-transfer,no,no,54.32,0,0,0,19,1,60.21,1377.69,0
C102041,77,65,month-to-month,mailed-check,yes,yes,17.74,2,0,3,9,3,81.59,5400.54,0
C102042,18,54,one-year,credit-card,yes,no,41.84,1,1,0,19,1,58.54,3156.9,0
C102043,47,54,month-to-month,bank-transfer,yes,no,34.6,0,1,1,13,0,69.01,3760.05,1
C102044,18,20,month-to-month,bank-transfer,no,no,8.82,1,0,1,20,2,71.77,1472.15,1
C102045,44,72,month-to-month,electronic-check,yes,no,54.31,1,0,1,23,2,78.94,5784.91,0
C102046,37,33,two-year,bank-transfer,no,no,23.19,0,1,4,13,1,72.65,2426.07,0
C102047,41,38,one-year,electronic-check,no,no,17.77,1,0,0,16,0,61.56,2438.47,0
C102048,28,54,one-year,mailed-check,yes,no,6.75,0,0,0,16,0,53.33,2992.56,0
C102049,48,48,month-to-month,electronic-check,yes,no,12.32,2,0,1,10,0,39.05,1943.84,0
C102050,22,12,month-to-month,mailed-check,yes,no,10.12,1,1,0,13,0,54.26,633.9,1
C102051,54,22,month-to-month,bank-transfer,yes,no,5.2,0,0,0,8,0,51.0,1143.45,0
C102052,34,26,two-year,electronic-check,yes,no,32.88,0,0,2,16,1,67.71,1819.2,1
C102053,22,69,month-to-month,electronic-check,no,yes,10.51,1,0,0,28,1,63.57,4431.16,0
C102054,58,52,month-to-month,credit-card,no,yes,,1,2,2,16,0,71.57,3760.91,0
C102055,38,26,one-year,electronic-check,yes,no,50.67,0,1,0,19,2,83.23,2219.09,0
C102056,62,53,one-year,electronic-check,yes,no,38.62,0,0,0,7,1,59.53,3217.79,0
C102057,54,53,month-to-month,electronic-check,yes,no,28.79,0,0,0,26,1,72.01,3870.24,0
C102058,29,28,month-to-month,credit-card,yes,no,3.21,1,1,0,11,1,81.55,2354.05,1
C102059,38,29,month-to-month,bank-transfer,yes,no,5.22,2,0,0,14,0,47.66,1454.81,0
C102060,40,65,one-year,bank-transfer,no,no,14.54,1,0,1,13,1,62.44,4041.64,0
C102061,57,41,month-to-month,credit-card,yes,no,30.43,0,0,0,19,3,77.56,3200.89,0
C102062,44,10,one-year,bank-transfer,yes,no,10.34,0,2,0,17,1,71.47,769.08,0
C102063,41,52,month-to-month,credit-card,no,no,10.1,0,1,1,9,0,80.61,4258.07,1
C102064,37,43,two-year,bank-transfer,yes,no,49.02,3,1,0,20,1,78.41,3428.48,0
C102065,38,37,two-year,credit-card,no,yes,19.62,1,1,1,10,0,52.36,1990.06,1
C102066,55,52,month-to-month,bank-transfer,no,yes,5.49,2,0,2,21,3,88.25,4664.05,1
C102067,39,66,month-to-month,electronic-check,yes,no,30.96,1,0,0,10,1,80.19,5425.91,1
C102068,34,24,month-to-month,electronic-check,yes,no,7.67,1,0,2,15,1,46.38,1123.49,1
C102069,32,30,two-year,electronic-check,no,yes,30.39,0,0,1,22,2,63.23,1963.6,0
C102070,32,13,month-to-month,mailed-check,yes,no,17.28,1,0,0,13,2,90.36,1255.77,0
